Atmospheric.Condition,Roadway,Person.Type,Drug.Involvement,Race,Gender,Injury.Severity,region,Fatalities.in.crash,Alcohol.Results,agenew1,age_cat
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,72,61+
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.15,57,51-60
Clear,Unknown,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),Northeast,1,0.16,27,26-30
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Other Asian or Pacific Islander,Male,Fatal Injury (K),Northeast,1,0.13,17,16-25
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.23,25,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,16,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,17,16-25
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0,24,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.2,51,51-60
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,\N,Female,Fatal Injury (K),West,1,0,20,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),West,1,0,56,51-60
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,45,41-50
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0,63,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,41,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0.22,48,41-50
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.23,59,51-60
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.18,56,51-60
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,69,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Female,Fatal Injury (K),Northeast,1,0,20,16-25
Cloudy,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.27,25,16-25
"Sleet, Hail (Freezing Rain or Drizzle)",Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,2,0.27,22,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),Northeast,1,0,75,61+
Clear,Urban-Other Principal Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,69,61+
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.13,28,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,38,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.19,44,41-50
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,3,0.04,20,16-25
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,3,0.05,22,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,73,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,58,51-60
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,47,41-50
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.16,22,16-25
Rain,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,22,16-25
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,Black,Female,Fatal Injury (K),South,1,0,43,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,18,16-25
Clear,Urban-Other Principal Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),South,1,0,19,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,49,41-50
Cloudy,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),Northeast,1,0,46,41-50
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,48,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.07,21,16-25
Rain,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,45,41-50
Snow,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,24,16-25
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),West,1,0,46,41-50
Clear,Urban-Other Principal Arterial,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.14,22,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.26,24,16-25
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.24,33,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,70,61+
Snow,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Female,Fatal Injury (K),Northeast,1,0,19,16-25
Rain,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Filipino,Female,Fatal Injury (K),West,1,0,33,31-40
Clear,Urban-Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,63,61+
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),South,1,0,60,51-60
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),South,1,0.27,43,41-50
Clear,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),West,1,0,65,61+
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),South,1,0,65,61+
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,76,61+
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.19,26,26-30
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,1,0,20,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0.22,16,16-25
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,2,0.32,22,16-25
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,27,26-30
Clear,Rural-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.32,46,41-50
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,All other races,Male,Fatal Injury (K),South,1,0.26,25,16-25
Rain,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),South,1,0.1,18,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0.25,43,41-50
Clear,Urban-Other Principal Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,30,26-30
Clear,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,18,16-25
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,33,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,43,41-50
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,2,0.09,42,41-50
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),West,1,0.12,18,16-25
Cloudy,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),West,1,0,18,16-25
Clear,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,2,0,84,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),West,2,0.15,38,31-40
Snow,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,50,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0.17,44,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0.24,36,31-40
Cloudy,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0,23,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,42,41-50
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,White,Female,Fatal Injury (K),Northeast,1,0,65,61+
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,59,51-60
Rain,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,Unknown,Female,Fatal Injury (K),Northeast,1,0,34,31-40
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,19,16-25
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,59,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Yes,Black,Male,Fatal Injury (K),South,1,0,39,31-40
"Fog, Smog, Smoke",Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.02,24,16-25
Clear,Urban-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Unknown,Filipino,Male,Fatal Injury (K),West,1,0.05,20,16-25
"Fog, Smog, Smoke",Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,40,31-40
Cloudy,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),Northeast,1,0,43,41-50
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,40,31-40
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,39,31-40
Clear,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,2,0,22,16-25
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),Northeast,1,0.13,44,41-50
Snow,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),South,1,0.17,65,61+
Cloudy,Urban-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,1,0,36,31-40
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,40,31-40
"Sleet, Hail (Freezing Rain or Drizzle)",Rural-Major Collector,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.19,39,31-40
Cloudy,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),West,1,0,40,31-40
Snow,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,25,16-25
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,27,26-30
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),West,1,0,65,61+
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,1,0,35,31-40
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,2,0,33,31-40
Clear,Urban-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),South,3,0,20,16-25
Clear,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0.12,32,31-40
Cloudy,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),West,2,0,66,61+
Cloudy,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0,42,41-50
Snow,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0.01,32,31-40
Cloudy,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),Northeast,1,0,50,41-50
Cloudy,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),West,1,0,51,51-60
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),West,1,0,51,51-60
Clear,Rural-Minor Collector,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0,51,51-60
Unknown,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0,58,51-60
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),Northeast,1,0,26,26-30
Clear,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,1,0.06,16,16-25
Cloudy,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),Northeast,1,0,19,16-25
Cloudy,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0.27,47,41-50
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0.13,22,16-25
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.12,24,16-25
Rain,Rural-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.17,33,31-40
Cloudy,Rural-Major Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0,18,16-25
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,55,51-60
Cloudy,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),Northeast,1,0.23,29,26-30
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,Asian Indian,Male,Fatal Injury (K),Northeast,1,0,39,31-40
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.28,42,41-50
Clear,Rural-Local Road or Street,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,16,16-25
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),West,1,0.31,26,26-30
Clear,Urban-Minor Arterial,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0.12,43,41-50
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,38,31-40
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0.18,53,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),Northeast,1,0.19,16,16-25
Clear,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0.25,51,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),South,1,0.05,28,26-30
Clear,Rural-Principal Arterial-Other,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,64,61+
Clear,Rural-Minor Arterial,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),Northeast,1,0.18,54,51-60
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),South,1,0,33,31-40
Rain,Rural-Major Collector,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,1,0,62,61+
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,1,0,48,41-50
Cloudy,Rural-Minor Collector,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,1,0.05,51,51-60
Clear,Urban-Local Road or Street,Driver of a Motor Vehicle In-Transport,Unknown,Black,Male,Fatal Injury (K),South,1,0,26,26-30
Clear,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),Northeast,1,0,51,51-60
Clear,Rural-Principal Arterial-Interstate,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),South,2,0,66,61+
Clear,Rural-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),South,2,0,69,61+
Cloudy,Urban-Other Principal Arterial,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),South,2,0.29,46,41-50
Cloudy,Urban-Principal Arterial-Interstate,Driver of a Motor Vehicle In-Transport,No,Black,Female,Fatal Injury (K),South,3,0,38,31-40
Clear,Rural-Principal Arterial-Other,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),West,3,0,80,61+
